AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,Class
491606,2525.6931,836.6254,750.6882,0.4415,791.1588,0.9952,493956,3
399815,2296.231,776.2232,658.5235,0.5294,713.4846,0.9924,402885,3
440427,2391.845,843.0915,665.4988,0.6139,748.8452,0.9967,441904,3
429538,2421.332,871.1118,631.9023,0.6883,739.5301,0.9934,432406,3
346264,2140.3511,744.2978,594.7831,0.6012,663.9857,0.9927,348820,3
493734,2577.707,919.6757,685.0148,0.6672,792.8693,0.9937,496873,3
375285,2207.188,713.9926,670.2208,0.3448,691.2509,0.9939,377576,3
419416,2340.7871,788.3764,678.8032,0.5086,730.7647,0.996,421118,3
414712,2341.458,808.0315,654.973,0.5856,726.6552,0.9955,416592,3
411273,2358.1951,816.6152,645.5682,0.6124,723.636,0.9889,415907,3
406496,2334.2209,789.4069,657.9015,0.5527,719.4211,0.991,410199,3
349532,2150.8059,713.5856,628.6521,0.4732,667.1116,0.99,353065,3
478829,2532.502,908.7795,672.8215,0.6722,780.8099,0.9943,481557,3
430333,2436.938,857.5512,644.8464,0.6592,740.2142,0.9943,432806,3
348500,2259.1169,759.3678,587.2372,0.634,666.1261,0.9801,355592,3
423897,2372.627,821.549,658.8868,0.5973,734.658,0.9936,426631,3
457240,2482.696,829.8366,706.9037,0.5238,763.0046,0.9905,461605,3
391921,2245.811,734.2869,680.3229,0.3763,706.4059,0.9947,393993,3
451338,2437.7871,805.1387,718.372,0.4516,758.0642,0.994,454056,3
412275,2337.198,804.4697,654.7202,0.5811,724.517,0.994,414771,3
422143,2350.7781,838.3208,641.9384,0.6431,733.1365,0.9964,423650,3
394009,2279.7581,770.8477,654.0494,0.5292,708.2852,0.9945,396190,3
438787,2463.532,844.3537,663.4427,0.6186,747.4496,0.9891,443644,3
448744,2443.4241,870.9563,658.7799,0.6541,755.8827,0.995,451013,3
447450,2453.7939,846.2984,678.1676,0.5982,754.7921,0.995,449709,3
411322,2337.2439,813.8591,643.9749,0.6115,723.6791,0.9954,413219,3
436325,2413.9519,818.495,683.0888,0.5509,745.3497,0.9923,439695,3
411293,2337.731,826.503,635.2358,0.6398,723.6536,0.994,413795,3
445077,2421.2759,806.3325,708.2914,0.4779,752.7879,0.9927,448336,3
411708,2318.344,805.4811,652.9468,0.5856,724.0186,0.9965,413165,3
384507,2233.978,755.8359,649.9842,0.5104,699.6924,0.9964,385881,3
446609,2496.418,851.7825,671.7365,0.6149,754.0824,0.99,451141,3
469185,2486.4851,888.2744,674.7036,0.6504,772.9068,0.9962,470970,3
447729,2454.4851,825.5548,695.3279,0.5391,755.0273,0.991,451808,3
408254,2345.2939,803.289,647.9013,0.5912,720.9752,0.994,410709,3
439268,2470.478,824.1238,683.5867,0.5586,747.8592,0.9888,444245,3
472349,2494.425,865.7357,696.8496,0.5934,775.5085,0.9942,475092,3
446318,2426.532,849.0756,672.7661,0.6101,753.8367,0.9944,448852,3
454346,2487.5029,908.6619,639.1868,0.7108,760.5862,0.9929,457601,3
449166,2454.5291,901.2678,637.0666,0.7074,756.238,0.9942,451774,3
449218,2453.3081,846.1549,680.5297,0.5943,756.2818,0.9953,451354,3
478413,2551.095,953.5176,640.8135,0.7405,780.4706,0.9951,480750,3
420085,2375.873,830.7269,646.0511,0.6286,731.3473,0.9952,422115,3
443501,2441.2361,882.5625,641.8201,0.6864,751.4539,0.9949,445766,3
484869,2541.9839,872.7412,714.8731,0.5736,785.719,0.9956,487031,3
457583,2452.2009,840.6153,695.8944,0.561,763.2908,0.9951,459847,3
443176,2396.9109,812.2444,696.6966,0.5141,751.1785,0.9955,445166,3
481197,2549.073,878.5006,699.7644,0.6046,782.7382,0.9961,483057,3
442441,2480.033,872.0508,653.3934,0.6623,750.5554,0.9869,448328,3
454113,2503.1279,858.8807,680.7171,0.6098,760.3911,0.9868,460170,3
503974,2596.7581,932.0193,690.7506,0.6714,801.0491,0.9954,506325,3
425053,2407.5581,845.6929,644.9402,0.6468,735.6591,0.9951,427146,3
447583,2447.01,866.6195,658.6447,0.6499,754.9042,0.9963,449241,3
514745,2630.8369,899.1757,735.891,0.5746,809.5639,0.9928,518474,3
430605,2414.2571,820.7172,676.4396,0.5663,740.4481,0.99,434954,3
385329,2262.3159,782.571,632.79,0.5884,700.4399,0.9934,387872,3
398543,2366.3721,873.9631,592.5698,0.735,712.3488,0.9799,406734,3
464259,2486.0669,873.2936,680.3309,0.627,768.8387,0.9944,466869,3
365520,2265.8479,829.2069,567.5129,0.7291,682.1983,0.9919,368512,3
481062,2549.1389,847.0374,724.6221,0.5178,782.6284,0.9911,485375,3
412498,2397.5879,903.157,587.2843,0.7597,724.7129,0.994,415007,3
421470,2374.4221,824.2023,652.1113,0.6116,732.5519,0.9944,423855,3
404150,2332.8379,832.4753,623.8899,0.6621,717.3422,0.9956,405941,3
476205,2534.3921,879.4092,695.4839,0.612,778.6675,0.9933,479413,3
407629,2301.946,776.3053,672.4045,0.4998,720.423,0.9962,409191,3
451992,2445.5029,844.5334,687.8657,0.5802,758.6133,0.9959,453835,3
386536,2280.7981,768.471,644.8983,0.5438,701.5361,0.9941,388827,3
435528,2430.1211,789.1514,707.8071,0.4422,744.6687,0.9874,441070,3
441826,2486.4771,942.0581,603.129,0.7682,750.0336,0.9948,444138,3
441779,2426.1641,831.9905,678.0819,0.5794,749.9937,0.9937,444560,3
462347,2516.8679,845.5637,697.9985,0.5644,767.2538,0.9819,470882,3
476569,2536.7649,886.8546,689.8232,0.6285,778.965,0.9955,478711,3
368069,2297.5349,836.8202,572.043,0.7299,684.5729,0.9825,374626,4
349184,2214.7261,792.7963,600.6845,0.6526,666.7795,0.9538,366102,4
368900,2398.188,855.3609,560.061,0.7558,685.3452,0.981,376032,4
355024,2242.1531,795.743,573.1878,0.6936,672.3322,0.9842,360723,4
350266,2210.168,751.1333,602.6666,0.5969,667.8118,0.9844,355819,4
398202,2425.731,872.2453,597.3273,0.7287,712.0439,0.9734,409088,4
418931,2416.0901,881.6053,607.8824,0.7243,730.342,0.9932,421799,4
443133,2517.0769,874.5991,653.3885,0.6647,751.1421,0.9801,452139,4
423624,2498.9399,876.5175,627.7153,0.6979,734.4214,0.9791,432655,4
458286,2531.311,883.0855,664.6406,0.6584,763.8768,0.9839,465786,4
370044,2360.1101,782.888,614.0868,0.6203,686.407,0.9689,381910,4
434469,2485.9231,889.1929,623.58,0.7129,743.7628,0.9897,438991,4
371120,2364.0029,796.3392,601.9151,0.6547,687.4043,0.9839,377202,4
348865,2253.7971,790.249,567.2316,0.6963,666.4749,0.9845,354356,4
428711,2570.7129,815.3513,679.2316,0.5532,738.8178,0.9745,439942,4
426871,2497.0759,886.3205,618.4668,0.7163,737.2307,0.987,432478,4
379870,2419.293,828.3665,595.388,0.6953,695.4606,0.975,389600,4
424512,2477.283,853.4615,642.9758,0.6576,735.1908,0.9893,429090,4
386254,2373.4509,810.4177,614.5104,0.6519,701.2802,0.9792,394443,4
380218,2409.468,819.8986,607.0649,0.6722,695.7791,0.9795,388174,4
318076,2122.4241,744.774,547.181,0.6784,636.3859,0.9859,322611,4
376202,2367.498,825.6102,585.3541,0.7052,692.0948,0.9804,383706,4
384740,2328.2771,761.6957,647.8665,0.5259,699.9044,0.9845,390794,4
439841,2570.469,943.8856,599.791,0.7721,748.3468,0.9888,444845,4
360009,2364.8181,837.6556,555.9177,0.748,677.0359,0.9734,369844,4
294328,2113.1379,707.908,578.8624,0.5756,612.1683,0.9402,313038,4
282314,2022.266,717.5192,504.457,0.7111,599.5443,0.9861,286307,4
355208,2384.4971,797.2854,578.7468,0.6878,672.5064,0.961,369625,4
402655,2460.917,893.8253,578.3685,0.7624,716.0142,0.9863,408238,4
380874,2389.124,854.1578,570.7399,0.744,696.3791,0.9867,385995,4
280204,2147.4031,782.5893,461.9426,0.8072,597.2996,0.9705,288731,4
442937,2627.9509,862.5596,659.603,0.6444,750.976,0.9824,450876,4
415763,2426.729,843.814,633.7881,0.6602,727.5754,0.9838,422611,4
420744,2434.3379,865.7617,620.3712,0.6975,731.9207,0.9886,425584,4
321282,2090.699,681.3436,604.7192,0.4607,639.585,0.9914,324055,4
453626,2537.668,937.6924,622.2681,0.7481,759.9833,0.9933,456701,4
365294,2242.248,755.7875,618.311,0.5751,681.9874,0.9868,370199,4
419063,2463.595,857.5016,628.4494,0.6804,730.4571,0.9867,424695,4
293332,2079.7439,706.2109,545.302,0.6354,611.1317,0.9547,307255,4
379699,2315.4099,826.4971,588.5672,0.7021,695.3041,0.9879,384352,4
404623,2452.6919,830.7855,626.1453,0.6572,717.7618,0.9849,410818,4
310342,2140.4629,713.5881,578.9772,0.5845,628.6014,0.9514,326194,4
403834,2447.0029,893.8555,585.3982,0.7557,717.0616,0.9868,409217,4
401353,2489.5581,884.2215,593.9569,0.7408,714.8556,0.9381,427855,4
360876,2298.8279,808.2624,573.2375,0.705,677.8507,0.9836,366875,4
394103,2499.8979,820.2778,617.9729,0.6576,708.3696,0.9759,403856,4
379405,2400.584,823.7263,595.5487,0.6909,695.0349,0.9739,389590,4
375310,2402.406,802.1452,604.5172,0.6573,691.2739,0.9686,387472,4
339989,2231.875,785.7068,559.6172,0.7019,657.9418,0.9813,346471,4
385428,2473.9919,859.162,580.8442,0.7368,700.5299,0.9712,396843,4
354782,2409.512,795.9382,578.1101,0.6874,672.103,0.966,367255,4
394814,2429.5791,867.8884,588.9705,0.7345,709.0083,0.9729,405825,4
414065,2406.9331,802.006,662.986,0.5627,726.0881,0.9866,419708,4
373187,2441.991,852.2258,570.3242,0.7431,689.3159,0.9681,385468,4
423852,2424.627,826.4653,654.4321,0.6107,734.619,0.9919,427310,4
419805,2507.5659,862.3845,623.2335,0.6912,731.1035,0.9769,429713,4
378359,2342.5061,849.3478,569.2149,0.7422,694.0761,0.9896,382342,4
346463,2190.554,786.7602,561.9791,0.6998,664.1765,0.9917,349372,4
382056,2398.884,836.171,590.8513,0.7076,697.4588,0.9677,394812,4
360205,2229.2061,774.3602,594.9182,0.6401,677.2202,0.9871,364920,4
360221,2301.4319,799.5422,581.7543,0.686,677.2353,0.9738,369917,4
392670,2426.929,839.151,608.4485,0.6887,707.0806,0.9609,408646,4
315427,2116.438,756.3036,543.8585,0.6949,633.7303,0.9873,319495,4
334154,2186.3491,785.2363,545.4142,0.7194,652.2715,0.985,339252,4
388051,2365.0149,849.6564,591.2424,0.7182,702.9096,0.9818,395251,4
368211,2236.3711,767.4142,615.9827,0.5964,684.7049,0.9878,372771,4
352881,2314.887,873.1453,520.1225,0.8032,670.3,0.9741,362278,4
351971,2196.5869,783.0325,579.0363,0.6732,669.4351,0.9885,356058,4
412916,2413.863,833.7471,640.3206,0.6404,725.08,0.978,422199,4
402258,2529.0601,879.1948,598.7283,0.7323,715.6611,0.976,412136,4
346126,2236.075,796.4923,555.0388,0.7172,663.8534,0.9866,350827,4
380495,2354.437,805.2894,606.553,0.6578,696.0325,0.9805,388052,4
405536,2434.855,883.4255,593.9301,0.7403,718.5711,0.9785,414464,4
374069,2316.5759,843.6231,568.7056,0.7386,690.13,0.9816,381065,4
409026,2374.2561,841.9844,627.4827,0.6668,721.6565,0.9882,413914,4
359018,2276.5271,819.6603,571.9311,0.7163,676.1035,0.9819,365618,4
395127,2354.0039,829.4393,613.8098,0.6726,709.2893,0.9819,402402,4
368512,2294.5259,786.4102,602.9735,0.642,684.9847,0.9862,373660,4
410233,2402.864,834.9078,633.4919,0.6514,722.7205,0.9866,415823,4
385907,2330.0549,824.371,600.6796,0.6849,700.9651,0.9881,390557,4
417314,2439.98,834.7051,644.6805,0.6352,728.9312,0.9891,421904,4
379703,2327.3159,808.626,603.513,0.6656,695.3077,0.9815,386849,4
377612,2362.448,829.2473,589.1064,0.7038,693.3906,0.9792,385637,4
316184,2170.9709,770.8669,546.0904,0.7058,634.4903,0.9617,328792,4
398448,2435.2981,873.0358,590.1165,0.737,712.2638,0.9832,405275,4
365350,2262.248,826.7336,569.2995,0.7251,682.0396,0.9837,371396,4
353219,2326.47,821.9995,558.0138,0.7343,670.6209,0.9693,364420,4
379002,2529.803,860.1957,573.9624,0.7448,694.6656,0.9661,392289,4
350929,2255.021,783.9074,580.9299,0.6714,668.4435,0.9662,363224,4
349240,2243.5029,775.2019,584.65,0.6567,666.8329,0.9857,354324,4
389395,2408.4829,892.5831,560.5852,0.7782,704.1258,0.9766,398722,4
442588,2718.394,849.6819,672.2542,0.6116,750.6801,0.9619,460137,4
417895,2456.103,855.4005,632.3137,0.6735,729.4384,0.9839,424753,4
419639,2478.1851,915.9321,587.1704,0.7675,730.9589,0.9822,427225,4
382799,2370.5449,868.9788,572.6002,0.7522,698.1367,0.9871,387811,4
343845,2197.675,774.8041,569.8189,0.6776,661.6624,0.9863,348613,4
387499,2453.094,849.3842,590.2296,0.7191,702.4095,0.9719,398684,4
419881,2440.189,843.5652,645.4122,0.6439,731.1697,0.9893,424423,4
376183,2327.835,823.8969,589.002,0.6992,692.0773,0.9747,385937,4
436352,2633.251,863.0063,650.1967,0.6576,745.3728,0.9783,446045,4
343814,2231.1201,786.3395,563.5261,0.6974,661.6325,0.9808,350554,4
435003,2521.8469,870.0806,647.3481,0.6682,744.2197,0.9744,446419,4
345078,2204.9231,787.3609,566.3853,0.6947,662.8476,0.989,348921,4
362850,2295.7791,802.9214,584.5999,0.6855,679.7021,0.9774,371256,4
412688,2640.7351,924.9248,576.3412,0.7821,724.8798,0.9723,424464,4
399876,2377.1899,821.8986,628.6398,0.6442,713.539,0.9912,403438,4
402063,2547.897,884.2006,606.6811,0.7275,715.4876,0.9373,428938,4
389064,2342.3311,826.6586,603.5352,0.6834,703.8265,0.9913,392486,4
420809,2512.29,828.7861,656.6302,0.6102,731.9772,0.9794,429643,4
335782,2171.8191,784.9254,548.2628,0.7156,653.8585,0.9916,338621,4
425374,2466.8701,847.059,647.6719,0.6445,735.9368,0.9838,432357,4
391106,2369.116,856.8085,587.2197,0.7282,705.671,0.9842,397388,4
344013,2195.156,823.1342,534.9045,0.7601,661.824,0.9897,347582,4
426615,2450.561,799.2291,691.8159,0.5007,737.0096,0.987,432255,4
345938,2256.375,828.0157,536.2778,0.7619,663.6731,0.9843,351450,4
403486,2348.0891,834.4036,620.4424,0.6687,716.7526,0.9901,407532,4
445394,2482.9741,880.809,647.2557,0.6782,753.056,0.9897,450019,4
410745,2438.5959,904.5048,583.305,0.7643,723.1713,0.9883,415594,4
473650,2597.4441,891.0983,685.71,0.6386,776.5757,0.9874,479704,4
294001,2074.262,732.5558,526.1931,0.6957,611.8282,0.9767,301007,4
420057,2443.8411,836.4046,648.322,0.6318,731.3229,0.9789,429125,4
397581,2408.3799,833.4241,612.3292,0.6784,711.4885,0.983,404461,4
359037,2249.9441,783.8896,614.4819,0.6209,676.1214,0.9604,373845,4
337806,2227.0901,814.9735,542.2561,0.7465,655.8262,0.9682,348887,4
413120,2426.52,824.3616,645.8687,0.6214,725.2591,0.9823,420557,4
418304,2393.2261,819.7679,666.4039,0.5824,729.7953,0.9788,427359,4
443091,2540.2661,900.9417,635.8699,0.7084,751.1065,0.9861,449339,4
474303,2567.4089,904.8582,670.7078,0.6713,777.1109,0.9922,478022,4
438566,2547.54,911.9298,620.2306,0.7331,747.2614,0.978,448437,4
306838,2083.2939,735.817,538.9604,0.6808,625.0426,0.9843,311721,4
443310,2505.5481,847.0129,674.6112,0.6047,751.2921,0.9814,451720,4
404061,2413.9541,881.0171,591.0157,0.7416,717.2632,0.9876,409147,4
363000,2213.5681,758.2262,614.7969,0.5853,679.8426,0.9899,366699,4
338672,2246.271,810.6025,546.3474,0.7387,656.6663,0.9685,349688,4
409795,2455.8789,846.9769,626.7124,0.6727,722.3345,0.9774,419259,4
415137,2366.7019,817.0651,652.5554,0.6018,727.0274,0.992,418470,4
412809,2519.761,907.7038,591.211,0.7588,724.986,0.982,420356,4
476879,2615.5859,920.805,661.1169,0.6961,779.2183,0.9872,483065,4
421712,2499.386,881.3112,620.4713,0.7102,732.7621,0.9828,429082,4
306429,2104.136,748.6997,527.6392,0.7095,624.6259,0.9861,310757,4
485302,2644.2271,935.4223,666.793,0.7013,786.0698,0.9841,493152,4
407286,2448.384,870.6734,604.8426,0.7193,720.1199,0.9837,414030,4
365333,2322.74,856.04,548.2668,0.768,682.0237,0.984,371273,4
322070,2190.1379,794.1199,526.4727,0.7487,640.3688,0.9845,327134,4
391145,2403.439,886.7218,564.2692,0.7714,705.7062,0.9809,398756,4
393597,2314.4861,786.859,640.9199,0.5801,707.9147,0.9898,397668,4
410245,2504.6201,894.1769,596.6318,0.7448,722.731,0.9824,417577,4
471281,2625.2109,904.7755,672.9673,0.6684,774.6313,0.9795,481134,4
401863,2463.082,852.3126,617.6403,0.6891,715.3096,0.9818,409326,4
466516,2517.989,859.3656,695.9106,0.5867,770.7053,0.9917,470414,4
313775,2112.8359,761.2759,531.9149,0.7154,632.0686,0.9873,317818,4
375249,2361.915,845.2822,571.5057,0.7368,691.2177,0.9784,383519,4
410371,2472.636,905.2772,583.0439,0.765,722.842,0.9844,416888,4
334390,2217.8301,802.2562,542.3231,0.7369,652.5018,0.9861,339100,4
421946,2481.4951,897.4323,606.2374,0.7373,732.9655,0.9809,430148,4
378125,2338.3799,826.2022,592.3029,0.6972,693.8615,0.9764,387284,4
452293,2540.5979,918.8098,628.7631,0.7292,758.8658,0.9902,456763,4
339538,2261.261,727.2855,607.8656,0.549,657.5053,0.9815,345936,4
448634,2522.3091,906.9396,631.2845,0.718,755.79,0.9904,453005,4
369382,2397.4419,819.9177,583.7723,0.7022,685.7928,0.9777,377795,4
430797,2525.6411,933.526,595.9404,0.7697,740.6131,0.9752,441741,4
403926,2464.7891,843.9724,625.0685,0.6719,717.1433,0.9678,417345,4
350033,2232.9929,801.6467,558.6144,0.7172,667.5896,0.9872,354582,4
362994,2338.2161,834.395,563.8201,0.7372,679.837,0.9701,374179,4
468855,2620.2681,918.2051,662.6828,0.6922,772.6349,0.9832,476855,4
388951,2422.0439,781.0228,640.3862,0.5725,703.7242,0.9782,397626,4
329691,2811.9971,899.2563,475.1783,0.849,647.9009,0.9651,341597,5
334283,2307.666,868.3939,492.134,0.8239,652.3974,0.9803,340999,5
346537,2315.5601,910.2367,486.0287,0.8455,664.2474,0.9851,351786,5
345062,2668.8879,944.9453,468.3525,0.8685,662.8322,0.9694,355967,5
332213,2502.166,887.0002,480.4225,0.8406,650.3743,0.9675,343374,5
360895,2317.3181,879.8793,523.5499,0.8037,677.8685,0.986,366019,5
261748,2147.834,843.7059,399.5622,0.8808,577.2936,0.9724,269176,5
272004,2183.8789,899.807,391.8441,0.9002,588.4949,0.9647,281945,5
310636,2172.677,799.2029,499.2812,0.7808,628.899,0.9778,317703,5
390161,2501.55,961.1851,518.9106,0.8418,704.818,0.9819,397351,5
1987,2289.3059,1222.723,2.2832,1,50.2984,0.8804,2257,5
324871,2196.303,817.7822,518.3866,0.7734,643.1474,0.9747,333319,5
296641,2042.588,760.566,498.9828,0.7547,614.569,0.9866,300676,5
315981,2314.436,923.5089,441.0663,0.8786,634.2866,0.9608,328868,5
316348,2251.885,888.2238,461.0983,0.8547,634.6548,0.9827,321905,5
307075,2120.0061,757.7748,517.7811,0.7301,625.2839,0.9861,311412,5
342249,2263.8721,861.6223,507.2628,0.8083,660.1249,0.9805,349053,5
319486,2155.209,811.8257,503.8588,0.7841,637.7948,0.9873,323609,5
338159,2412.6431,885.6038,489.3434,0.8335,656.1688,0.966,350043,5
336865,2580.1411,882.9647,488.4337,0.8331,654.9121,0.9601,350873,5
343471,2252.614,836.8517,533.9788,0.77,661.3024,0.9752,352200,5
305281,2094.0471,784.4472,497.3204,0.7734,623.4548,0.9875,309133,5
343837,2401.0491,932.5298,474.1729,0.8611,661.6547,0.9685,355036,5
368888,2340.272,900.6602,522.6354,0.8144,685.334,0.99,372629,5
304269,2135.521,799.3446,485.4948,0.7944,622.4205,0.9914,306911,5
344693,2275.437,859.6257,513.2087,0.8022,662.4777,0.9834,350497,5
329844,2263.136,830.3763,511.5652,0.7877,648.0513,0.9747,338410,5
379392,2423.8159,923.5928,526.172,0.8219,695.0229,0.98,387151,5
369552,2425.3091,907.0522,520.784,0.8188,685.9506,0.9777,377965,5
348682,2230.7729,868.1721,514.5999,0.8054,666.3,0.9939,350832,5
333946,2397.759,899.7597,479.4367,0.8462,652.0684,0.9794,340983,5
390524,2520.322,880.0991,570.349,0.7616,705.1458,0.9661,404228,5
314958,2248.6421,868.9798,464.3831,0.8452,633.259,0.9764,322579,5
260563,1975.374,762.5055,437.851,0.8187,575.9854,0.9871,263977,5
305013,2128.178,791.0696,492.8919,0.7822,623.181,0.9855,309501,5
309308,2247.3501,849.9919,470.8614,0.8325,627.5533,0.9662,320141,5
292394,2104.054,786.5365,476.3308,0.7958,610.1537,0.979,298663,5
299508,2159.3999,831.4197,466.0862,0.8281,617.5317,0.9714,308330,5
438181,2603.1021,946.6895,593.0048,0.7795,746.9333,0.9774,448303,5
306542,2415.4199,885.6404,446.5649,0.8636,624.7411,0.9659,317373,5
298963,2119.7129,722.8275,544.2319,0.6581,616.9696,0.9424,317248,5
341948,2344.6541,915.7393,480.3995,0.8513,659.8346,0.9747,350834,5
266271,1979.91,765.7112,444.7476,0.814,582.2601,0.9917,268512,5
324322,2206.6931,836.2029,495.7765,0.8053,642.6038,0.986,328911,5
358061,2341.7161,898.2679,510.7881,0.8226,675.2018,0.9781,366070,5
305436,2113.0339,785.2101,497.2452,0.7739,623.613,0.9848,310166,5
324333,2251.9519,872.6161,480.502,0.8347,642.6147,0.9786,331440,5
363949,2395.4839,910.101,514.1874,0.8251,680.7307,0.9783,372012,5
359736,2309.425,885.5075,519.3417,0.81,676.7792,0.9869,364513,5
346812,2241.5271,822.7707,541.0915,0.7533,664.5109,0.9836,352609,5
291741,2173.8501,825.0677,453.8622,0.8351,609.472,0.9622,303203,5
285591,2033.105,769.5074,475.9642,0.7858,603.0139,0.9893,288679,5
405080,2529.947,908.9462,572.9896,0.7763,718.1671,0.9643,420062,5
324072,2286.123,910.458,458.4029,0.864,642.356,0.9674,334988,5
417042,2416.6079,900.7124,591.0679,0.7546,728.6936,0.9916,420594,5
353934,2500.2959,1036.5886,444.3591,0.9035,671.2993,0.9426,375480,5
396005,2696.511,1070.647,481.6583,0.8931,710.0769,0.9431,419899,5
429984,2502.5491,919.503,597.7715,0.7598,739.9139,0.9896,434508,5
314398,2301.7771,901.9976,449.2205,0.8672,632.6958,0.9603,327390,5
406895,2607.74,942.4899,555.5389,0.8078,719.7741,0.972,418597,5
301865,2105.5049,781.5297,494.9785,0.7739,619.9568,0.9891,305204,5
287242,2113.79,813.7664,452.3801,0.8312,604.7544,0.9777,293808,5
325494,2306.311,852.4514,502.0418,0.8082,643.7638,0.9389,346689,5
356651,2280.439,835.3093,546.3404,0.7564,673.871,0.9889,360665,5
348293,2552.9199,855.3557,526.3486,0.7882,665.9282,0.9701,359035,5
390961,2480.5339,991.6502,505.0957,0.8606,705.5402,0.9847,397037,5
265688,2372.804,888.2209,387.3163,0.8999,581.6223,0.9603,276661,5
371994,2623.8569,951.4442,502.8416,0.8489,688.2133,0.9679,384342,5
340970,2301.739,902.88,483.9293,0.8442,658.8903,0.9895,344574,5
330662,2226.217,852.117,495.9751,0.8132,648.8543,0.9801,337365,5
379834,2640.3721,937.067,524.6108,0.8286,695.4277,0.9692,391899,5
354939,2431.9409,902.0753,504.1099,0.8293,672.2517,0.9701,365893,5
376345,2531.1399,876.8118,553.4316,0.7756,692.2264,0.9688,388480,5
348611,2413.0229,902.8517,498.4926,0.8338,666.2322,0.9357,372583,5
318189,2250.4331,848.323,483.1063,0.822,636.4989,0.9784,325221,5
342189,2271.408,864.2709,505.7227,0.8109,660.0671,0.9828,348180,5
350325,2386.7781,963.5161,465.2725,0.8757,667.868,0.9867,355063,5
346091,2297.6211,897.7186,496.3939,0.8332,663.8198,0.9896,349712,5
275863,2157.9819,886.1564,400.3563,0.8921,592.6548,0.9792,281736,5
376776,2534.9299,964.1249,506.2896,0.851,692.6226,0.9753,386301,5
357359,2419.9121,913.3724,501.1158,0.8361,674.5396,0.9761,366103,5
363778,2324.1609,857.509,541.6883,0.7752,680.5707,0.9859,368999,5
352817,2468.679,898.7985,505.8577,0.8266,670.2392,0.9407,375050,5
350607,2425.6589,916.2908,494.7873,0.8417,668.1367,0.9612,364764,5
333356,2242.688,880.4042,483.8072,0.8355,651.4922,0.9834,338967,5
359297,2564.9961,931.986,495.4669,0.847,676.3661,0.9623,373376,5
315682,2219.7009,832.1495,487.2321,0.8107,633.9865,0.9789,322493,5
353128,2372.927,936.3535,482.3184,0.8571,670.5345,0.9823,359483,5
316583,2338.8291,837.3405,488.8563,0.8119,634.8906,0.9648,328126,5
338426,2288.4929,898.1483,484.7289,0.8419,656.4277,0.983,344272,5
349290,2386.824,930.0695,482.6588,0.8548,666.8807,0.9736,358761,5
389431,2594.9729,936.1578,538.0767,0.8183,704.1583,0.9586,406235,5
306975,2306.0681,903.5196,446.9451,0.8691,625.1821,0.9443,325082,5
400224,2554.7119,915.1979,563.0368,0.7884,713.8494,0.9585,417546,5
322879,2275.9231,876.8048,473.0537,0.842,641.1726,0.9737,331585,5
320184,2268.2141,854.9136,488.2705,0.8209,638.4911,0.9747,328507,5
308867,2263.426,922.5724,431.2169,0.884,627.1058,0.9867,313031,5
379575,2457.2781,911.2972,536.4752,0.8084,695.1906,0.9704,391167,5
357334,2371.709,915.1829,499.5417,0.8379,674.5159,0.972,367635,5
295382,2141.585,836.4148,452.4544,0.8411,613.2634,0.9736,303392,5
337999,2342.979,946.6573,459.5275,0.8743,656.0135,0.9799,344921,5
382630,2509.5149,999.2378,491.9224,0.8704,697.9825,0.9644,396751,5
378755,2462.074,936.0067,520.477,0.8311,694.4392,0.9813,385968,5
335932,2267.6841,881.6727,489.0849,0.832,654.0045,0.9777,343609,5
300103,2210.627,881.5925,438.5843,0.8675,618.1448,0.9662,310612,5
336558,2423.491,850.3224,507.3458,0.8025,654.6136,0.9651,348725,5
310788,2274.5811,860.0978,463.9492,0.842,629.0529,0.9557,325186,5
424101,2611.3301,1009.0076,539.5266,0.845,734.8348,0.9756,434696,5
326996,2447.4109,852.5339,494.461,0.8146,645.2474,0.9681,337775,5
384998,2386.5979,942.1682,521.4256,0.8329,700.139,0.9904,388735,5
376389,2409.259,941.2642,509.9813,0.8405,692.2668,0.9852,382055,5
369053,2355.499,924.204,510.8777,0.8333,685.4873,0.9882,373474,5
342828,2287.8721,844.0139,520.2556,0.7874,660.6831,0.9639,355683,5
367743,2319.2041,909.394,517.7361,0.8221,684.2697,0.9925,370521,5
396837,2555.075,982.9867,518.2283,0.8497,710.8224,0.9768,406243,5
276472,2094.603,769.9008,462.089,0.7999,593.3086,0.9778,282744,5
321037,2208.8621,886.9792,463.216,0.8528,639.3411,0.9898,324348,5
329750,2236.6001,887.1417,474.9108,0.8446,647.9589,0.9913,332633,5
359590,2390.23,962.7033,478.9148,0.8675,676.6418,0.984,365421,5
367307,2557.634,930.2054,506.424,0.8388,683.8639,0.9774,375786,5
331115,2316.8181,844.9014,503.534,0.803,649.2986,0.9495,348728,5
348793,2331.863,908.0755,499.5217,0.8351,666.4061,0.9678,360411,5
367332,2357.595,904.4373,520.1105,0.8181,683.8871,0.9868,372244,5
424394,2710.5901,1040.5283,524.012,0.8639,735.0886,0.9763,434694,5
291190,2207.376,786.9467,477.844,0.7945,608.8962,0.9722,299524,5
298760,2184.9109,842.4735,453.8198,0.8425,616.7601,0.9871,302671,5
382402,2575.439,914.6583,536.5853,0.8098,697.7746,0.9525,401472,5
